Type,Name,OID,Code System,Code System OID,Status,Condition Name,Condition Code,Condition Code System
Diagnosis Problem,Cryptosporidiosis (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.207,SNOMEDCT,2.16.840.1.113883.6.96,Published,Cryptosporidiosis (disorder),240370009,SNOMEDCT
Diagnosis Problem,Cryptosporidiosis (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.208,ICD10CM,2.16.840.1.113883.6.90,Published,Cryptosporidiosis (disorder),240370009,SNOMEDCT
Diagnosis Problem,Cyclosporiasis (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.210,ICD10CM,2.16.840.1.113883.6.90,Published,Cyclosporiasis (disorder),240372001,SNOMEDCT
Diagnosis Problem,Cyclosporiasis (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.211,SNOMEDCT,2.16.840.1.113883.6.96,Published,Cyclosporiasis (disorder),240372001,SNOMEDCT
Diagnosis Problem,Neurocysticercosis (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1871,SNOMEDCT,2.16.840.1.113883.6.96,Published,Cysticercosis (disorder) ,59051007,SNOMEDCT
Diagnosis Problem,Neurocysticercosis (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1872,ICD10CM,2.16.840.1.113883.6.90,Published,Cysticercosis (disorder) ,59051007,SNOMEDCT
Diagnosis Problem,Cysticercosis (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1873,ICD10CM,2.16.840.1.113883.6.90,Published,Cysticercosis (disorder) ,59051007,SNOMEDCT
Diagnosis Problem,Cysticercosis (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1870,SNOMEDCT,2.16.840.1.113883.6.96,Published,Cysticercosis (disorder) ,59051007,SNOMEDCT
Diagnosis Problem,Alpha gal syndrome (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1418,SNOMEDCT,2.16.840.1.113883.6.96,Published,Delayed allergy to red meat (finding),788781001,SNOMEDCT
Diagnosis Problem,Alpha gal syndrome (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1419,ICD10CM,2.16.840.1.113883.6.90,Published,Delayed allergy to red meat (finding),788781001,SNOMEDCT
Diagnosis Problem,Dengue Virus Infection (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.188,ICD10CM,2.16.840.1.113883.6.90,Published,Dengue (disorder),38362002,SNOMEDCT
Diagnosis Problem,Dengue Virus Infection (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.187,SNOMEDCT,2.16.840.1.113883.6.96,Published,Dengue (disorder),38362002,SNOMEDCT
Diagnosis Problem,Diphyllobothriasis (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.2065,ICD10CM,2.16.840.1.113883.6.90,Published,Diphyllobothriasis (disorder),187151009,SNOMEDCT
Diagnosis Problem,Diphyllobothriasis (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.2064,SNOMEDCT,2.16.840.1.113883.6.96,Published,Diphyllobothriasis (disorder),187151009,SNOMEDCT
Diagnosis Problem,California Serogroup Virus Diseases (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1163,SNOMEDCT,2.16.840.1.113883.6.96,Published,Disease caused by California serogroup virus (disorder),418182000,SNOMEDCT
Diagnosis Problem,California Serogroup Virus Disease [Unspecified] (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1981,ICD10CM,2.16.840.1.113883.6.90,Published,Disease caused by California serogroup virus (disorder),418182000,SNOMEDCT
Diagnosis Problem,California Serogroup Virus Diseases (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1162,ICD10CM,2.16.840.1.113883.6.90,Published,Disease caused by California serogroup virus (disorder),418182000,SNOMEDCT
Diagnosis Problem,California Serogroup Virus Disease [Unspecified] (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1980,SNOMEDCT,2.16.840.1.113883.6.96,Published,Disease caused by California serogroup virus (disorder),418182000,SNOMEDCT
Diagnosis Problem,Enterovirus Infection [Non polio] (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1721,ICD10CM,2.16.840.1.113883.6.90,Published,Disease caused by Enterovirus (disorder),53648006,SNOMEDCT
Diagnosis Problem,Enterovirus Infection [Non polio] (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1720,SNOMEDCT,2.16.840.1.113883.6.96,Published,Disease caused by Enterovirus (disorder),53648006,SNOMEDCT
Diagnosis Problem,Hantavirus Infection and Diseases (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.405,ICD10CM,2.16.840.1.113883.6.90,Published,Disease caused by Hantavirus (disorder),359761005,SNOMEDCT
Diagnosis Problem,Hantavirus Infection and Diseases (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.404,SNOMEDCT,2.16.840.1.113883.6.96,Published,Disease caused by Hantavirus (disorder),359761005,SNOMEDCT
Diagnosis Problem,Vaccinia disease or adverse event  (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1606,SNOMEDCT,2.16.840.1.113883.6.96,Published,Disease caused by Orthopoxvirus (disorder),414015000,SNOMEDCT
Diagnosis Problem,Vaccinia disease or adverse event (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1607,ICD10CM,2.16.840.1.113883.6.90,Published,Disease caused by Orthopoxvirus (disorder),414015000,SNOMEDCT
Diagnosis Problem,Orthopox (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1903,ICD10CM,2.16.840.1.113883.6.90,Published,Disease caused by Orthopoxvirus (disorder),414015000,SNOMEDCT
Diagnosis Problem,Orthopox (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1902,SNOMEDCT,2.16.840.1.113883.6.96,Published,Disease caused by Orthopoxvirus (disorder),414015000,SNOMEDCT
Diagnosis Problem,Cowpox (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1905,ICD10CM,2.16.840.1.113883.6.90,Published,Disease caused by Orthopoxvirus (disorder),414015000,SNOMEDCT
Diagnosis Problem,Cowpox (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1904,SNOMEDCT,2.16.840.1.113883.6.96,Published,Disease caused by Orthopoxvirus (disorder),414015000,SNOMEDCT
Diagnosis Problem,Mpox (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1384,SNOMEDCT,2.16.840.1.113883.6.96,Published,Disease caused by Orthopoxvirus (disorder),414015000,SNOMEDCT
Diagnosis Problem,Mpox (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1385,ICD10CM,2.16.840.1.113883.6.90,Published,Disease caused by Orthopoxvirus (disorder),414015000,SNOMEDCT
Diagnosis Problem,Smallpox (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.150,ICD10CM,2.16.840.1.113883.6.90,Published,Disease caused by Orthopoxvirus (disorder),414015000,SNOMEDCT
Diagnosis Problem,Smallpox (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.151,SNOMEDCT,2.16.840.1.113883.6.96,Published,Disease caused by Orthopoxvirus (disorder),414015000,SNOMEDCT
Diagnosis Problem,Rotavirus Disease (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1743,SNOMEDCT,2.16.840.1.113883.6.96,Published,Disease caused by Rotavirus (disorder),18624000,SNOMEDCT
Diagnosis Problem,Post acute or Chronic COVID_19 Syndrome (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1331,SNOMEDCT,2.16.840.1.113883.6.96,Published,Disease caused by severe acute respiratory syndrome coronavirus 2 (disorder),840539006,SNOMEDCT
Diagnosis Problem,COVID_19 (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1123,ICD10CM,2.16.840.1.113883.6.90,Published,Disease caused by severe acute respiratory syndrome coronavirus 2 (disorder),840539006,SNOMEDCT
Diagnosis Problem,Post acute or Chronic COVID_19 Syndrome (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1764,ICD10CM,2.16.840.1.113883.6.90,Published,Disease caused by severe acute respiratory syndrome coronavirus 2 (disorder),840539006,SNOMEDCT
Diagnosis Problem,COVID_19 (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1124,SNOMEDCT,2.16.840.1.113883.6.96,Published,Disease caused by severe acute respiratory syndrome coronavirus 2 (disorder),840539006,SNOMEDCT
Diagnosis Problem,West Nile Virus Infection (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.175,SNOMEDCT,2.16.840.1.113883.6.96,Published,Disease caused by West Nile virus (disorder),417093003,SNOMEDCT
Diagnosis Problem,West Nile Virus Infection (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.176,ICD10CM,2.16.840.1.113883.6.90,Published,Disease caused by West Nile virus (disorder),417093003,SNOMEDCT
Diagnosis Problem,Drowning and Submersion (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1716,SNOMEDCT,2.16.840.1.113883.6.96,Published,Drowning and non-fatal immersion (disorder),212962007,SNOMEDCT
Diagnosis Problem,Drowning and Submersion (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1717,ICD10CM,2.16.840.1.113883.6.90,Published,Drowning and non-fatal immersion (disorder),212962007,SNOMEDCT
Diagnosis Problem,Eastern Equine Encephalitis Virus Disease (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1160,ICD10CM,2.16.840.1.113883.6.90,Published,Eastern equine encephalitis virus infection (disorder),416925005,SNOMEDCT
Diagnosis Problem,Eastern Equine Encephalitis Virus Disease (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1165,SNOMEDCT,2.16.840.1.113883.6.96,Published,Eastern equine encephalitis virus infection (disorder),416925005,SNOMEDCT
Diagnosis Problem,Cystic Echinococcosis (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.2055,ICD10CM,2.16.840.1.113883.6.90,Published,Echinococcosis (disorder),74942003,SNOMEDCT
Diagnosis Problem,Cystic Echinococcosis (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.2054,SNOMEDCT,2.16.840.1.113883.6.96,Published,Echinococcosis (disorder),74942003,SNOMEDCT
Diagnosis Problem,Alveolar Echinococcosis (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.2057,ICD10CM,2.16.840.1.113883.6.90,Published,Echinococcosis (disorder),74942003,SNOMEDCT
Diagnosis Problem,Echinococcosis (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.2053,ICD10CM,2.16.840.1.113883.6.90,Published,Echinococcosis (disorder),74942003,SNOMEDCT
Diagnosis Problem,Alveolar Echinococcosis (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.2056,SNOMEDCT,2.16.840.1.113883.6.96,Published,Echinococcosis (disorder),74942003,SNOMEDCT
Diagnosis Problem,Echinococcosis (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.2052,SNOMEDCT,2.16.840.1.113883.6.96,Published,Echinococcosis (disorder),74942003,SNOMEDCT
Diagnosis Problem,Encephalitis [Viral] (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1700,SNOMEDCT,2.16.840.1.113883.6.96,Published,Encephalitis (disorder),45170000,SNOMEDCT
Diagnosis Problem,Encephalitis [Parasitic] (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1702,SNOMEDCT,2.16.840.1.113883.6.96,Published,Encephalitis (disorder),45170000,SNOMEDCT
Diagnosis Problem,Encephalitis [Parasitic] (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1708,ICD10CM,2.16.840.1.113883.6.90,Published,Encephalitis (disorder),45170000,SNOMEDCT
Diagnosis Problem,Encephalitis [Fungal] (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1707,ICD10CM,2.16.840.1.113883.6.90,Published,Encephalitis (disorder),45170000,SNOMEDCT
Diagnosis Problem,Encephalitis [Bacterial] (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1699,SNOMEDCT,2.16.840.1.113883.6.96,Published,Encephalitis (disorder),45170000,SNOMEDCT
Diagnosis Problem,Encephalitis [Fungal] (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1701,SNOMEDCT,2.16.840.1.113883.6.96,Published,Encephalitis (disorder),45170000,SNOMEDCT
Diagnosis Problem,Encephalitis [Viral] (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1706,ICD10CM,2.16.840.1.113883.6.90,Published,Encephalitis (disorder),45170000,SNOMEDCT
Diagnosis Problem,Encephalitis [Bacterial] (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1705,ICD10CM,2.16.840.1.113883.6.90,Published,Encephalitis (disorder),45170000,SNOMEDCT
Diagnosis Problem,Encephalitis (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.766,SNOMEDCT,2.16.840.1.113883.6.96,Published,Encephalitis (disorder),45170000,SNOMEDCT
Diagnosis Problem,Encephalitis (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.285,ICD10CM,2.16.840.1.113883.6.90,Published,Encephalitis (disorder),45170000,SNOMEDCT
Diagnosis Problem,Hypersensitivity Pneumonitis (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1767,SNOMEDCT,2.16.840.1.113883.6.96,Published,Farmers' lung (disorder),18690003,SNOMEDCT
Diagnosis Problem,Farmers Lung (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1765,SNOMEDCT,2.16.840.1.113883.6.96,Published,Farmers' lung (disorder),18690003,SNOMEDCT
Diagnosis Problem,Farmers Lung (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1766,ICD10CM,2.16.840.1.113883.6.90,Published,Farmers' lung (disorder),18690003,SNOMEDCT
Diagnosis Problem,Hypersensitivity Pneumonitis (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1768,ICD10CM,2.16.840.1.113883.6.90,Published,Farmers' lung (disorder),18690003,SNOMEDCT
Diagnosis Problem,Pelvic Inflammatory Disease [nonGC and nonCT] (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.2070,SNOMEDCT,2.16.840.1.113883.6.96,Published,Female pelvic inflammatory disease (disorder),198130006,SNOMEDCT
Diagnosis Problem,Pelvic Inflammatory Disease (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.2069,SNOMEDCT,2.16.840.1.113883.6.96,Published,Female pelvic inflammatory disease (disorder),198130006,SNOMEDCT
Diagnosis Problem,Pelvic Inflammatory Disease [nonGC and nonCT] (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.2073,ICD10CM,2.16.840.1.113883.6.90,Published,Female pelvic inflammatory disease (disorder),198130006,SNOMEDCT
Diagnosis Problem,Pelvic Inflammatory Disease [Unspecified] (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.2074,ICD10CM,2.16.840.1.113883.6.90,Published,Female pelvic inflammatory disease (disorder),198130006,SNOMEDCT
Diagnosis Problem,Pelvic Inflammatory Disease (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.2072,ICD10CM,2.16.840.1.113883.6.90,Published,Female pelvic inflammatory disease (disorder),198130006,SNOMEDCT
Diagnosis Problem,Pelvic Inflammatory Disease [Unspecified] (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.2071,SNOMEDCT,2.16.840.1.113883.6.96,Published,Female pelvic inflammatory disease (disorder),198130006,SNOMEDCT
Diagnosis Problem,Gastroschisis (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.2132,ICD10CM,2.16.840.1.113883.6.90,Published,Gastroschisis (disorder),72951007,SNOMEDCT
Diagnosis Problem,Gastroschisis (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.2131,SNOMEDCT,2.16.840.1.113883.6.96,Published,Gastroschisis (disorder),72951007,SNOMEDCT
Diagnosis Problem,Genital herpes (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1778,SNOMEDCT,2.16.840.1.113883.6.96,Published,Genital herpes simplex (disorder),33839006,SNOMEDCT
Diagnosis Problem,Genital herpes (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1779,ICD10CM,2.16.840.1.113883.6.90,Published,Genital herpes simplex (disorder),33839006,SNOMEDCT
Diagnosis Problem,Genital Warts (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.2063,ICD10CM,2.16.840.1.113883.6.90,Published,Genital warts (disorder),266113007,SNOMEDCT
Diagnosis Problem,Genital Warts (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.2061,SNOMEDCT,2.16.840.1.113883.6.96,Published,Genital warts (disorder),266113007,SNOMEDCT
Diagnosis Problem,Giardiasis (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.205,ICD10CM,2.16.840.1.113883.6.90,Published,Giardiasis (disorder),58265007,SNOMEDCT
Diagnosis Problem,Giardiasis (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.204,SNOMEDCT,2.16.840.1.113883.6.96,Published,Giardiasis (disorder),58265007,SNOMEDCT
Diagnosis Problem,Glanders (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1645,ICD10CM,2.16.840.1.113883.6.90,Published,Glanders (disorder),4639008,SNOMEDCT
Diagnosis Problem,Glanders (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1644,SNOMEDCT,2.16.840.1.113883.6.96,Published,Glanders (disorder),4639008,SNOMEDCT
Diagnosis Problem,Gonorrhea [Secondary Sites Complications Chronic] (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.641,ICD10CM,2.16.840.1.113883.6.90,Published,Gonorrhea (disorder),15628003,SNOMEDCT
Diagnosis Problem,Gonorrhea [Secondary Sites Complications Chronic] (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.639,SNOMEDCT,2.16.840.1.113883.6.96,Published,Gonorrhea (disorder),15628003,SNOMEDCT
Diagnosis Problem,Gonorrhea [Conjunctivitis] (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.640,SNOMEDCT,2.16.840.1.113883.6.96,Published,Gonorrhea (disorder),15628003,SNOMEDCT
Diagnosis Problem,Gonorrhea [Conjunctivitis] (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.642,ICD10CM,2.16.840.1.113883.6.90,Published,Gonorrhea (disorder),15628003,SNOMEDCT
Diagnosis Problem,Gonorrhea [Cervicitis Urethritis] (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.44,ICD10CM,2.16.840.1.113883.6.90,Published,Gonorrhea (disorder),15628003,SNOMEDCT
Diagnosis Problem,Gonorrhea [Cervicitis Urethritis] (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.43,SNOMEDCT,2.16.840.1.113883.6.96,Published,Gonorrhea (disorder),15628003,SNOMEDCT
Diagnosis Problem,Granuloma Inguinale [Donovan Bodies] (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1790,ICD10CM,2.16.840.1.113883.6.90,Published,Granuloma inguinale (disorder) ,28867007,SNOMEDCT
Diagnosis Problem,Granuloma Inguinale (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1789,SNOMEDCT,2.16.840.1.113883.6.96,Published,Granuloma inguinale (disorder) ,28867007,SNOMEDCT
Diagnosis Problem,Guillain Barré syndrome (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.667,ICD10CM,2.16.840.1.113883.6.90,Published,Guillain-Barré syndrome (disorder),40956001,SNOMEDCT
Diagnosis Problem,Guillain Barré syndrome (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.666,SNOMEDCT,2.16.840.1.113883.6.96,Published,Guillain-Barré syndrome (disorder),40956001,SNOMEDCT
Diagnosis Problem,Gunshot Wound (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1688,ICD10CM,2.16.840.1.113883.6.90,Published,Gunshot wound (disorder),283545005,SNOMEDCT
Diagnosis Problem,Gunshot Wound (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1687,SNOMEDCT,2.16.840.1.113883.6.96,Published,Gunshot wound (disorder),283545005,SNOMEDCT
Diagnosis Problem,Thrombotic Thrombocytopenic Purpura (TTP) (SNOMED),2.16.840.1.113762.1.4.1146.87,SNOMEDCT,2.16.840.1.113883.6.96,Published,Hemolytic uremic syndrome (disorder),111407006,SNOMEDCT
Diagnosis Problem,Hemolytic Uremic Syndrome (HUS) (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.86,SNOMEDCT,2.16.840.1.113883.6.96,Published,Hemolytic uremic syndrome (disorder),111407006,SNOMEDCT
Diagnosis Problem,Thrombotic Thrombocytopenic Purpura (TTP) (ICD10CM),2.16.840.1.113762.1.4.1146.92,ICD10CM,2.16.840.1.113883.6.90,Published,Hemolytic uremic syndrome (disorder),111407006,SNOMEDCT
Diagnosis Problem,Hemolytic Uremic Syndrome (HUS) (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.88,ICD10CM,2.16.840.1.113883.6.90,Published,Hemolytic uremic syndrome (disorder),111407006,SNOMEDCT
Diagnosis Problem,Histoplasmosis (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1274,SNOMEDCT,2.16.840.1.113883.6.96,Published,Histoplasmosis (disorder),12962009,SNOMEDCT
Diagnosis Problem,Histoplasmosis (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1275,ICD10CM,2.16.840.1.113883.6.90,Published,Histoplasmosis (disorder),12962009,SNOMEDCT
Diagnosis Problem,Ehrlichiosis (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.224,SNOMEDCT,2.16.840.1.113883.6.96,Published,Human ehrlichiosis (disorder),240626005,SNOMEDCT
Diagnosis Problem,Ehrlichiosis (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.221,ICD10CM,2.16.840.1.113883.6.90,Published,Human ehrlichiosis (disorder),240626005,SNOMEDCT
Diagnosis Problem,HIV Infection or AIDS (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.460,SNOMEDCT,2.16.840.1.113883.6.96,Published,Human immunodeficiency virus infection (disorder),86406008,SNOMEDCT
Diagnosis Problem,HIV Infection or AIDS (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.461,ICD10CM,2.16.840.1.113883.6.90,Published,Human immunodeficiency virus infection (disorder),86406008,SNOMEDCT
Diagnosis Problem,Tuberculosis [Latent Infection] (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1258,ICD10CM,2.16.840.1.113883.6.90,Published,Inactive tuberculosis (disorder),11999007,SNOMEDCT
Diagnosis Problem,Tuberculosis [Latent Infection] (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1269,SNOMEDCT,2.16.840.1.113883.6.96,Published,Inactive tuberculosis (disorder),11999007,SNOMEDCT
Diagnosis Problem,Toxic Effects of Lead (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.291,SNOMEDCT,2.16.840.1.113883.6.96,Published,Increased blood lead level (finding),407152001,SNOMEDCT
Diagnosis Problem,Lead in Blood (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.836,SNOMEDCT,2.16.840.1.113883.6.96,Published,Increased blood lead level (finding),407152001,SNOMEDCT
Diagnosis Problem,Toxic Effects of Lead (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.293,ICD10CM,2.16.840.1.113883.6.90,Published,Increased blood lead level (finding),407152001,SNOMEDCT
Diagnosis Problem,Lead in Blood (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.835,ICD10CM,2.16.840.1.113883.6.90,Published,Increased blood lead level (finding),407152001,SNOMEDCT
Diagnosis Problem,Acute Flaccid Paralysis (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.725,SNOMEDCT,2.16.840.1.113883.6.96,Published,Infantile botulism (disorder),414488002,SNOMEDCT
Diagnosis Problem,Infant Botulism (Disorders) (SNOMED),2.16.840.1.113762.1.4.1146.1430,SNOMEDCT,2.16.840.1.113883.6.96,Published,Infantile botulism (disorder) ,414488002,SNOMEDCT
Diagnosis Problem,Infant Botulism (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.1431,ICD10CM,2.16.840.1.113883.6.90,Published,Infantile botulism (disorder) ,414488002,SNOMEDCT
Diagnosis Problem,Botulism (Disorders) (ICD10CM),2.16.840.1.113762.1.4.1146.360,ICD10CM,2.16.840.1.113883.6.90,Published,Infantile botulism (disorder) ,414488002,SNOMEDCT
